Utterance,Intent,Sentiment,User Action,Slot_Label,Slot_Value
My father will prefer clicking pics also sometimes,3,0,0,0,0
What is its cost?,2,0,8,0,0
"Okay, I like this phone. Gift wrap it",6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi, I need a phone info",0,0,0,0,0
"It should be HTC company ,Radio should work on it for sure and also should have good memory",1,0,0,O O O B-Brand O B-Radio O O O O O O O O O O B-RAM O,"HTC,Y,High"
What is its memory?,2,0,11,0,0
oh it will not solve my purpose. I need a phone with higher memory,2,0,8,0,0
sorry this is not my rpeference show me a phone with higher memory. ,1,-1,0,O O O O O O O O O O O B-RAM O,"High,High"
What is its color?,3,0,0,0,0
I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"hi,help me in purchasing a good phone",0,0,0,0,0
Primary Camera should be fantastic and display size should be medium,1,0,0,O O O O B-P_Camera O O O O O B-Display_Size ,"High,Medium"
What is its price ? ,2,0,8,0,0
what is it's color ? ,2,0,2,0,0
"oh, this color is for kids. Show me a phone is blue color ? ",1,-1,0,O O O O O O O O O O O B-Color O O,Blue
 But Blue looks professional,3,0,0,0,0
what is it's cost ? ,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi, I want to buy a new phone",0,0,0,0,0
It should be Xiaomi brand with multi sim slots and cost around 250,1,0,0,O O O B-Brand O O B-SIM O O O O B-Cost I-Cost ,"Xiaomi,M,250-"
what is its price?,2,0,8,0,0
Does Radio works on it?,2,0,10,0,0
Oh but I often listen to Radio,1,-1,0,O O O O O O B-Radio,Y
what's the price?,2,0,8,0,0
"Okay, Can you book it for me?",6,0,0,0,0
Thanks a lot ,4,1,0,0,0
"Hey, show me a good phone. I need to buy it",0,0,0,0,0
It should be Oppo phone with good memory and high primary camera quality,1,0,0,O O O B-Brand O O B-Memory O O B-P_Camera O O O,"Oppo,High,High"
What is its cost?,2,0,8,0,0
What is its sim slot?,2,0,13,0,0
What is its price?,2,0,8,0,0
This is cheap. Show me medium range phone around 400 plus,1,-1,0,O O O O O O O O B-Cost I-Cost I-Cost,400+
"But with higher range I would get good processor, good camera optimization, big battery and quick charging,and a good looking design

",3,0,0,0,0
How much does it cost?,2,0,8,0,0
ok can you book it  for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hey, Show me a new sturdy phone?",0,0,0,0,0
Show me less cost phone with good camera,1,0,0,O O B-Cost O O O B-Camera O      ,"Less,High,High"
What about its camera?,2,0,7,0,0
What about its sim slots?,2,0,13,0,0
What is its memory?,2,0,5,0,0
"oh, that seems little less. I want a phone with higher internal RAM",1,-1,0,O O O O O O O O O O B-Internal_RAM O O,High
But I feel my phone should have enough RAM so that it could perform all tasks easily with the quickness.,3,0,0,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hello, I want a new phone.",0,0,0,0,0
I want to buy a small display size phone  with good camera quality ,1,0,0,O O O O O B-Display_Size O O O O B-Camera O O,"Small,High,High"
What is its battery?,2,0,1,0,0
What color is it?,2,0,2,0,0
what is its released year?,2,0,9,0,0
"oh, I forgot to mention. Show me  latest released year phone",1,-1,0,O O O O O O O B-Released_Yr O O O,Latest
Yeah but I want latest phone,3,0,0,0,0
What is its price?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hello, I want a new phone.",0,0,0,0,0
I want Google phone with 64 GB internal RAM ,1,0,0,O O B-Brand O O B-Internal_RAM O O O,"Google,64"
What is its display  size?,2,0,3,0,0
oh I can't buy this. It's big. I want medium display size that's good enough to do anything on phone.,1,-1,0,O O O O O O O O O B-Display_Size O O O O O O O O O O,Medium
I just want my regular fit size phone that can fit in my pocket,3,0,0,0,0
"Lovely, What is its color?",2,0,2,0,0
What is its price?,2,0,8,0,0
"Lovely,kindly book it for me",6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hi, I need phone info",0,0,0,0,0
I want to buy a bestest camera phone with radio and GPS features in it,1,0,0,O O O O O B-Camera O O O B-Radio O B-GPS O O O,"Y,High,HighY"
What is its price ? ,2,0,8,0,0
What is its storage?,2,0,5,0,0
"oh, that seems little less. I want a GPS operated phone with at least 6 GB RAM",1,-1,0,O O O O O O O O O O O O B-RAM I-RAM I-RAM O O,6
I feel more RAM means more smartphone performance,3,0,0,0,0
"Perfect,please book it ",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, show me a new phone.",0,0,0,0,0
"Yes, i need 2017 released phone and cost to be around 250",1,0,0,O O O B-Released_Yr O O O O O O B-Cost I-Cost,"2017,250-"
What is its battery?,2,0,1,0,0
Oh it's less compared to my last phone. My most of the work is on phone so need solid battery,1,-1,0,O O O O O O O O O O O O O O O O O O B-Battery O,High
 Solid battery is very much needed for my work,3,0,0,0,0
What is its cost?,2,0,8,0,0
ok can you book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hi,I want to buy a phone.",0,0,0,0,0
I want a good phone with battery more than 4000 mAH,1,0,0,O O O O O O O B-Battery I-Battery I-Battery O,4000+
is it so ?,5,0,0,0,0
"Sorry I don't want this, I want Xiaomi company phone",1,-1,0,O O O O O O O B-Model O O,Xiaomi
okay it looks good,3,1,0,0,0
Ok please book it,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
I am in desperate need of a good phone,0,0,0,0,0
I want to buy black color Gionee phone,1,0,0,O O O O B-Color O B-Model O,"Gionee,Black"
What is its battery?,2,0,1,0,0
Oh it is little less. Show me a phone with battery around 4500 mAH,1,-1,0,O O O O O O O O O O O B-Battery I-Battery O,4500+
My previous phone had less battery. I had trouble charging it again n again. Show me other handset,3,0,0,0,0
What color is it available?,2,0,2,0,0
What is its price?,2,0,8,0,0
"Okay, I will buy it then.",6,0,0,0,0
Thanks a lot for your help.,4,1,0,0,0
"Good Evening,show me a good phone ",0,0,0,0,0
I want to buy good camera phone with medium display size,1,0,0,O O O O B-Camera O O O B-Display_Size O O,"High,Medium"
Can you tell me more about it?,2,0,11,0,0
I don't want $OS$ phone. I want Mic phone,1,-1,0,O O O O O O O B-OS O,Mic
I have been using Mic OS phone since long time so I am comfortable with it only,3,1,0,0,0
Ok book this one for me,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I want a nice looking phone for my wife",0,0,0,0,0
 I want to buy a Oppo phone with good camera ,1,0,0,O O O O O B-Brand O O B-Camera O,"Oppo,High,High"
I don't have much money to spend on phone. My budget is around 200,1,0,0,O O O O O O O O O O O O B-Cost I-Cost,200-
What is its Display Size?,2,0,3,0,0
"oh it's way too big, show me a phone with medium Display Size.",1,-1,0,O O O O O O O O O O B-Display_Size O O,Medium
Medium size phone is easy to carry and good enough for watching movies too,3,0,0,0,0
How much is it for?,2,0,8,0,0
"Perfect, I will take it. Kindly gift wrap it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Hi,I need a phone.",0,0,0,0,0
I want a multiSim Lenovo phone,1,0,0,O O O B-Sim B-Brand O,"M,Lenovo"
What is its cost?,2,0,8,0,0
oh it's very costly. Can you show me a smatphone with latest features at less price ,1,-1,0,O O O O O O O O O O O O O O B-Cost O,Less
I can't buy it as it is costly. Show me the best budget phone,3,0,0,0,0
Ok please complete the booking process.,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
I want to buy a phone. Which one should I buy?,0,0,0,0,0
Show me a good camera phone with less weight ,1,0,0,O O O B-Camera O O O B-Weight_g O,"High,High,Light"
what is its battery?,2,0,1,0,0
It is less. I need better battery phone,1,-1,0,O O O O O B-Battery O O,High
Most of the time I am on Phone so need high quality battery phone,3,0,0,0,0
Ok book it for me,6,0,0,0,0
Thanks a lot for your time,4,1,0,0,0
"Hello, What are the top available phones to buy at your store?",0,0,0,0,0
I want recent released 64 GB internal RAM phone ,1,0,0,O O B-Released_Yr O B-Internal_RAM O O O O,"2017,64"
Oneplus is my preference,1,0,0,B-Brand O O O,OnePlus
What is its OS,2,0,6,0,0
"Oh, I want Android phone. I don't want $OS$ phone  ",1,-1,0,O O O B-OS O O O O O O,And
I have had good experience with Android phone before,3,0,0,0,0
What is its color?,2,0,2,0,0
"Okay, I will book this phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hello, I want to purchase a phone which has been reviewed by many ",0,0,0,0,0
I want a phone in which both GPS and Radio works,1,0,0,O O O O O O O B-Radio O B-GPS O,"Y,Y"
What is its internal Ram storage?,2,0,5,0,0
I want a phone with more internal RAM space,1,0,0,O O O O O B-Internal_RAM O O O,High
But Phone's memory plays an important role in phone's performance,3,-1,0,0,0
"Lovely, what is its cost?",2,0,8,0,0
Book it for me.,6,0,0,0,0
Thanks dear,4,1,0,0,0
"Hi, I need a  phone info based on performance, features and reviews",0,0,0,0,0
"Hey, show me a Sony cellphone",1,0,0,O O O O B-Brand O,Sony
what is its released year?,2,0,9,0,0
"oh, show me latest phone",1,-1,0,O O O B-Released_Yr O,Latest
 I would prefer latest phone as they get updated version for better performance,3,0,0,0,0
What is its cost?,2,0,8,0,0
What is its color?,2,0,2,0,0
"Fine, i will take it.",6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Good Evening, I want to buy a cell Phone",0,0,0,0,0
I want a phone that offers a great battery life and a great display quality too.,1,0,0,O O O O O O O B-Battery O O O O B-Display_Size O O O,"High,Big"
What is its battery?,2,0,1,0,0
What is its price?,2,0,8,0,0
Sorry that's little pricey. My budget is lttle less somewhere around 250 Euro,1,-1,0,O O O O O O O O O O B-Cost I-Cost O,250-
I have limited budget so can't buy this,3,0,0,0,0
What is its OS?,2,1,6,0,0
I will take it.,6,0,0,0,0
I am very happy today. Thanks a lot ,4,1,0,0,0
"Good Evening, Help me in buying a right mobile at the right price",0,0,0,0,0
 I need to have a Sony Ericsson phone that has high memory and light weight.,1,0,0,O O O O O B-Brand I-Brand O O O B-RAM O O B-Weight_g O,"Sony Ericsson,High,High,Light"
What is its color?,2,0,2,0,0
Whta is its primary camera?,2,0,7,0,0
Show me a phone with dual primary camera,1,0,0,O O O O O B-P_Camera O O,Dual
I can take more detailed photos with dual camera,3,0,0,0,0
What is its price?,2,0,8,0,0
"Okay, I am taking this phone",6,1,0,0,0
thanks a ton,4,1,0,0,0
"Hey, I need a phone to buy.",0,0,0,0,0
I want a 2016 released year phone under 250 Euro,1,0,0,O O O B-Released_Yr O O O B-Cost I-Cost O,"2016,250-"
what is its primary camera quality?,2,0,7,0,0
That is too less. I want 13 MP  for primary camera,1,-1,0,O O O O O O B-P_Camera O O O O,13
I believe higher MP phone takes better picture,3,0,0,0,0
what is its cost?,2,0,8,0,0
"Okay, I will take this phone.",6,0,0,0,0
You are a very good salesman. Thanks a lot,4,1,0,0,0
I want to buy a good phone,0,0,0,0,0
I want to buy HP phone with radio facility,1,0,0,O O O O B-Brand O O B-Radio O,"HP,Y"
I also want a dualsim phone.,1,0,0,O O O O B-Sim O,D
What is its OS,2,0,6,0,0
oh I want And phone. I don't want $OS$,1,-1,0,O O O B-OS O O O O O,And
Android phone charges fast,3,0,0,0,0
What color is it available in your store/?,2,0,2,0,0
"Okay, I will book black phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hello , can you help me in selecting a phone ?",0,0,0,0,0
 I want to buy a Gold color dualsim phone  for my son.,1,0,0,O O O O O B-Color O B-Sim O O O O,"Gold,D"
What is its storage?,2,0,5,0,0
I want a phone of 16 GB internal RAM,1,-1,0,O O O O O B-Internal_RAM O O O,16
But still I would opt for higher ram,3,0,0,0,0
Does it has radio?,2,0,10,0,0
What is its price?,2,0,8,0,0
 I will take it. Kindly gift wrap it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
"Good Morning,I am looking for a good phone.",0,0,0,0,0
Show me anything in Samsung ?,1,0,0,O O O O B-Brand O,Samsung
What is its price?,2,0,8,0,0
That's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O B-Cost O,Less
"Sorry, I can't go for it.",3,0,0,0,0
what is its weight?,2,0,14,0,0
Is it available in black color?,2,0,2,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hey, do you have good phone?",0,0,0,0,0
It should have good battery back up with GPS facility in it?,1,0,0,O O O B-Battery O O O O B-GPS O O O,"High,Y"
What is its price?,2,0,8,0,0
"Oh  it's out of my budget, show me something within 150 Euro ?",1,-1,0,O O O O O O O O O B-Cost I-Cost O O,150-
Still I cannot go for it.,3,0,0,0,0
Which OS it uses?,2,0,6,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
Hello I am looking for good which fulfils all my requirements?,0,0,0,0,0
It should be within 150 Euro.,1,1,0,O O O B-Cost I-Cost O,150-
It should have good front as well as back camera with GPS facility in it.,1,0,0,O O O B-Camera O O O O O O O B-GPS O O O,"High,Y"
Which OS it supports?,2,0,6,0,0
How many sim slots it has?,2,0,13,0,0
I am in need of dual sim phone.,1,-1,0,O O O O O B-Sim O O,Dual
I have two sims so only dual sim phone .,3,0,0,0,0
Okay book this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I am looking for light weight phone with big screen.,1,1,0,O O O O B-Weigh_g O O O B-Display O,"Light,Big"
What's its cost?,2,0,8,0,0
Does it have dual sim slot ?,5,0,0,0,0
How much storage does it offer?,2,0,5,0,0
What other phones do you have if I want more internal storage ?,1,-1,0,O O O O O O O O O B-Internal_RAM O O O,High
But I need more.,3,0,0,0,0
"Okay, no problem, book this HTC for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good morning, I want a trending phone for my teenaged daughter",0,0,0,0,0
I need it in Silver Color,1,1,0,O O O O B-Color O,Silver
What's its cost?,2,0,8,0,0
But its going against my budget and I think too costly for teenage girl,1,-1,0,O O O O O B-Cost O O O O O O O O,Less
I can't afford it.,3,0,0,0,0
And what's its cost?,2,0,8,0,0
"Okay,let me first confirm with her and I will get back to you.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello , I need some good phone on which I can work while travelling",0,0,0,0,0
"Okay good, how much it will cost me ?",1,1,0,,
And what is display size,2,0,3,0,0
Display size is good for me but dont you think its little higher in cost,1,-1,0,O O O O O O O O O O O B-Cost O O O,Less
Show me something else.,3,0,0,0,0
"Sounds good, and what is its battery back up?",2,0,1,0,0
Does it work on IOs?,2,0,6,0,0
"Okay, no problem, book this AppleiPhone 6 Plus for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, show me some phone",0,0,0,0,0
"I am photographer, I need good camera both front and back",1,1,0,O O O O O B-Camera O O O O O,High
Okay.What MP is it giving?,2,0,7,0,0
Can MP goes more up ?,1,-1,0,O O O B-Camera O O,High
Show me something else.,3,0,0,0,0
Oh..its fantastic . How mcuh it will cost me?,2,0,8,0,0
It's in my budget too. Please book it fast for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I am looking for VIVO phone in golden color.,1,1,0,O O O O B-Brand O O B-Color O,"Vivo,Golden"
What's its price?,2,0,8,0,0
Oh its too costly for me.,1,-1,0,O O B-Cost I-Cost O O,Less
"Sorry, please show me something of less cost.",3,0,0,0,0
"Okay, book this for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
I need a good battery back up phone in black color,1,1,0,O O O B-Battery O O O O O B-Color O,"High,Black"
What's its cost?,2,0,8,0,0
Does it available in blue color ?,5,0,0,0,0
On which OS it works?,2,0,6,0,0
But I want Android phone only.,1,-1,0,O O O B-OS O O,And
I am comfortable only on Android and wants that only,3,0,0,0,0
"Okay, no problem, book this  for me",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good Evening, I am looking for a good phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,1,0,O O O O O O O O B-RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
"So light weight, good.And display size?",2,0,3,0,0
What about its battery back up?,2,0,1,0,0
But it is very less and not be compatible in travelling.,1,-1,0,,
Please show me some other model.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hi, can you please help me in selecting a phone?",0,0,0,0,0
I want to buy phone with at least 20 MP primary camera,1,0,0,O O O O O O B-P_Camera I-P_Camera I-P_Camera O O O,20+
How much does it cost ? ,2,0,8,0,0
Which OS it supports?,2,0,6,0,0
I want in Android OS only.,1,0,0,O O O B-OS O O,Android
I am sorry I am not comfortable in Mic OS phone,3,-1,0,0,0
Okay book this model for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hey, I want to gift a phone to my brother",0,0,0,0,0
"yes, I want a big display size GPS operated phone ",1,0,0,O O O O B-Display_Size O O B-GPS O O,"Big,Y"
What is its price?,2,0,8,0,0
That's too costly for me. Do you have something in less ?,1,-1,0,O O O O O O O O O O B-Cost O,Less
"Yes, but i can't spend that much on my phone",3,0,0,0,0
What is its color?,2,0,2,0,0
what is its weight?,2,0,14,0,0
Sounds good to me. Please book it for me,6,0,0,0,0
Thanks for all your time.,4,1,0,0,0
"Hi, I am looking for a good phone",0,0,0,0,0
I want to buy  Lenovo in light weight.,1,0,0,O O O O B-Brand O B-Weight_g O,"Lenovo,Light"
How is the battery life?,2,0,1,0,0
What is its color?,2,0,2,0,0
What is its cost?,2,0,8,0,0
I can not go with such costly phones.,1,-1,0,O O B-Cost O O O B-Cost O,Less
I understand but I have budget constraints,3,0,0,0,0
ok can you book Lenovo Tab3  8 for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello, I want to buy a best selling model phone.",0,0,0,0,0
"Yes, i need a phone with DualSim in less cost",1,0,0,O O O O O O B-Sim O B-Cost O,"D,Less"
What is its memory?,2,0,11,0,0
That is too less. Can you suggest a phone with 6 GB Ram and being widely used.,1,-1,0,O O O O O O O O O O B-RAM O O O O O O,6GB
I need 6 GB phone only,3,0,0,0,0
What is its cost?,2,0,8,0,0
Sounds good to me. I will take it.,6,0,0,0,0
Thanks a lot for your patience and time.,4,1,0,0,0
I want to purchase one  phone,0,0,0,0,0
I need a long battery life.,1,0,0,O O O B-Battery O O,High
And how much it will cost me?,2,0,8,0,0
Oh its going out of my budget.,1,-1,0,O O O O O O B-Cost,Less
I can't afford it.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
Excellent book this for me.,6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hey, I am looking for a good phone",0,0,0,0,0
Phone with good camera quality.,1,0,0,O O B-Camera O O,High
How much it will cost me?,2,0,8,0,0
"Oh its too costly for me, even I am not interested in BlackBerry.",1,-1,0,O O B-Cost I-Cost O O O O O O O O O,Less
Show me something else.,3,0,0,0,0
What's its released year?,2,0,9,0,0
Does it light weight phone?,2,0,14,0,0
"Okay fine, book this Acer phone for me.",6,0,0,0,0
thanks a ton,4,1,0,0,0
Hello I need good phone. ,0,0,0,0,0
"Yes, it should have good battery life and big screen too of Samsung company.",1,0,0,O O O O B-Battery O O O B-Display_Size O O O B-Brand O,"High,Big,Samsung"
In which color I can get it?,2,0,2,0,0
Yellow is my favourite color.,1,-1,0,B-Color O O O O,Yellow
How much it will cost me?,2,0,8,0,0
Does radio works on it ?,5,0,0,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"hi,can you help me in choosing a good phone ?",0,0,0,0,0
it should have low cost.,1,0,0,O O O B-Cost O,Less
how much does it cost ? ,2,0,8,0,0
What's its release date?,2,0,9,0,0
Does it light weight phone?,2,0,14,0,0
what about its camera?,2,0,7,0,0
I want better camera.,1,-1,0,O O B-Camera O,Better
Show me something better.,3,0,0,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good Evening ,I need to buy a new phone.",0,0,0,0,0
"Yes, and it should have dual sim slot.",1,0,0,O O O O O B-Sim O O,D
What is its cost?,2,0,8,0,0
In which I can get this phone?,2,0,2,0,0
I like gold color and want my phone in that color only.,1,-1,0,O O B-Color O O O O O O O O O,Gold
But I want in gold color only.,3,0,0,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hi, I want to buy a phone",0,0,0,0,0
I need to have a phone that have high memory.,1,0,0,O O O O O O O O B-RAM O,High
What is its Internal RAM?,2,0,5,0,0
"Superb, What is its cost?",2,0,8,0,0
What is its color?,2,0,2,0,0
I want my phone in white color,1,-1,0,O O O O O B-Color O,White
I want in white color only.,3,0,0,0,0
Great.I will take it.,6,0,0,0,0
Thanks a ton,4,1,0,0,0
Hello I am want to buy good trending phone.,0,0,0,0,0
I want light weight phone.,1,0,0,O O B-Weight_g O O,Light
What's its storage capacity?,2,0,5,0,0
What's its cost?,2,0,8,0,0
What is its release date?,2,0,9,0,0
I want latest technology phone only. Show me something latest.,1,-1,0,O O B-Released_Yr O O O O O O O,Latest
Release date should be just one or two year back.,3,0,0,0,0
"No issue, everything suits me.Book this for me.",6,0,0,0,0
thanks a ton,4,1,0,0,0
"Hi , I want to purchase a phone",0,0,0,0,0
I want new released Philips phone.,1,0,0,O O B-Released_Yr O B-Brand O,"Latest,Philips"
Is it working on Android OS ?,5,0,0,0,0
What is its cost?,2,0,8,0,0
I am looking for a phone which is less that 100 Euro,1,-1,0,O O O O O O O O B-Cost I-Cost I-Cost O,100-
I don't want to cross my budget.,3,0,0,0,0
I have no problem with the storage. I will buy this only.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hi, I want a phone.",0,0,0,0,0
Acer phones which is black in color,1,0,0,B-Brand O O O B-Color O O,"Acer,Black"
what's it's storage capacity?,2,0,5,0,0
But I want 32 GB,1,-1,0,O O O B-Internal_RAM O,32
Show me of 32GB only.,3,0,0,0,0
What's its price?,2,0,8,0,0
Does radio works on it ?,5,0,0,0,0
Good.I will go for this only.Pack this for me.,6,0,0,0,0
Thanks a lot,4,1,0,0,0
"Hello, I am in urgent need of a good phone.",0,0,0,0,0
O O O O O O O O O B-P_Camera O,1,0,0,O O O O O O O O O B-P_Camera O,High
What is its camera quality?,2,0,7,0,0
What is its price?,2,0,8,0,0
It is too costly for me.,1,-1,0,O O B-Cost I-Cost O O,Less
Show me something within less budget.,3,0,0,0,0
I will buy it.,6,0,0,0,0
I am very happy today. Thanks a lot ,4,1,0,0,0
"Good Evening, I am looking for a good phone",0,0,0,0,0
 I need to have a phone that has high memory and good battery life.,1,0,0,O O O O O O O O B-RAM O O B-Battery O O,"High,High"
What's its cost?,2,0,8,0,0
What's its weight?,2,0,14,0,0
What is its storage capacity?,2,0,5,0,0
But it is too heavy to carry in pockets ?,1,-1,0,O O O B-Weight_g I-Weight_g O O O O O,Light
I want little lighter phone than this.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
Okay don. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I am looking for a good phone,0,0,0,0,0
I want a small display size phone with good memory,1,0,0,O O O B-Display_Size O O O O B-RAM O,"Small,High"
What is its OS,2,0,6,0,0
I don't want android phone. ,1,-1,0,O B-OS O B-OS O,Non Android
My previous was Android. This time I want to try other OS,3,0,0,0,0
What color is it available in your store/?,2,0,2,0,0
"Okay, I will book blue phone",6,0,0,0,0
Thanks a lot.,4,1,0,0,0
"Hey, I need a new phone.",0,0,0,0,0
I am a traveller so battery backup should be fantastic. ,1,0,0,O O O O O O O O O B-Battery,High
I want better battery than this.,1,-1,0,O O B-Battery O O O,High
I am a traveller so battery backup should be fantastic. ,3,0,0,0,0
What's its price?,2,0,8,0,0
What's its display size?,2,0,3,0,0
Okay done. Pack this for me.,6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Good evening, I am looking for a good phone",0,0,0,0,0
I need a big display phone.,1,0,0,O O O B-Display_Size O O,Big
"great,what's its battery life?",2,0,1,0,0
"Oh, it's very less. Can you show me something else ?",1,-1,0,O O O O O O O O O B-Battery O,High
Show me something else.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
"Hello, I want to buy a phone",0,0,0,0,0
I want Sony phone.,1,0,0,O O B-Brand O,Sony
What about its back camera?,2,0,7,0,0
And how much it will cost me?,2,0,8,0,0
Its too costly for me.,1,-1,0,O B-Cost I-Cost O O,Less
"No problem, show me something less than 700Euro.",3,0,0,0,0
What about its camera?,2,0,7,0,0
"Lovely, book this for me.",6,0,0,0,0
Thanks for helping me.,4,1,0,0,0
I want to buy good phone.,0,0,0,0,0
I want radio in my phone.,1,0,0,O O B-Radio O O O,Y
Is it working on Android OS ?,5,0,0,0,0
How is the battery life?,2,0,1,0,0
I think battery is less and cant give good back up.,1,-1,0,O O O O O O O O B-Battery O O,High
What is its color?,2,0,2,0,0
What is its cost?,2,0,8,0,0
ok can you book Sony Ericsson Xperia E5for me,6,0,0,0,0
Thanks for help,4,1,0,0,0
I  need the best selling phone of my budget.,0,0,0,0,0
It's around 300 Euro with good battery back up.,1,0,0,O B-Cost I-Cost O O B-Battery O O O,"High,300-"
What's its price?,2,0,8,0,0
It's not in my budget.,1,-1,0,O O O O B-Cost,Less
Sorry I can't go for it. ,3,0,0,0,0
"Good,I will take this only.",6,0,0,0,0
Thank you.,4,1,0,0,0
"Hello, I need  to buy a phone.",0,0,0,0,0
I am selfie pro so need very good front camera.,1,0,0,O O O O O O O B-S_Camera O O,High
"Its still less, show me some higher one ?",1,-1,0,O O O O O O B-S_Camera O O,High
Show me something else.,3,0,0,0,0
what is it's color?,2,0,2,0,0
What's its price?,2,0,8,0,0
"Great,its in my budget too,please book it for me.",6,0,0,0,0
Thank you.,4,1,0,0,0
Hi I need a good phone.,0,0,0,0,0
Show me Karbonn phone  within 200 Euro.,1,0,0,O O B-Brand O B-Cost I-Cost O,"Karbonn,200-"
What's its battery life?,2,0,1,0,0
Show me something of more battery value,1,-1,0,O O O O B-Battery O O,High
Show me something which is alos in my budget too.,3,0,0,0,0
And how much it will cost me?,2,0,8,0,0
In which color it is available?,2,0,2,0,0
"Okay, can you pack this phone?",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Good Evening, I am in urgent need of a phone.",0,0,0,0,0
"Yes, dualsim and radio feautres should be there.",1,0,0,O B-Sim O B-Radio O O O O ,"D,Y"
How much it will cost me?,2,0,8,0,0
How is the GPS in it?,2,0,4,0,0
I only need GPS phones.,1,-1,0,O O B-GPS O O,Y
"No issue,show me GPS phones.",3,0,0,0,0
And what's its price?,2,0,8,0,0
"Okay, pack this phone for me.",6,0,0,0,0
Thanks for help,4,1,0,0,0
"Hello,I want buy a good new phone.",0,0,0,0,0
Android OS with good PRIMARY camera.,1,0,0,B-OS O O B-P_Camera O O,"And,High"
And what's its price?,2,0,8,0,0
Show me something within 200 Euro.,1,-1,0,O O O B-Cost I-Cost O,Less
I can't go out of my budget.,3,0,0,0,0
"Good, in which color it comes?",2,0,2,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
"Hi, show me a new good phone.",0,0,0,0,0
Primary camera quality shoud be good.,1,0,0,O O O O O B-P_Camera,High
How about its GPS facility?,2,0,4,0,0
But I want GPS phone only,1,-1,0,O O B-GPS O O O,Y
No issue.Show me other models.,3,0,0,0,0
And what's its price?,2,0,8,0,0
"Good, in which color it comes?",2,0,2,0,0
Is it working on Android OS ?,5,0,0,0,0
What's its weight?,2,0,14,0,0
"Okay, I like this phone. Pack it for me.",6,0,0,0,0
Thanks for help.,4,1,0,0,0
"GoodMorning, show me good phone.",0,0,0,0,0
"Yes, I like gold color .",1,0,0,O O O B-Color O O,Gold
